locationabbr,locationdesc,ffy_year,topicdesc,measuredesc,submeasure,data_value,data_value_unit,data_value_type,geolocation,source,topictypeid,topicid,measureid,submeasureid,displayorder,:@computed_region_hjsp_umg2
RI,Rhode Island,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,21.2,%,Percent,"{'latitude': '41.708280193', 'longitude': '-71.522470314', 'human_address': '{""address"": """", ""city"": """", ""state"": ""RI"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,27
SC,South Carolina,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,18.7,%,Percent,"{'latitude': '33.998821303', 'longitude': '-81.045371207', 'human_address': '{""address"": """", ""city"": """", ""state"": ""SC"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,33
SD,South Dakota,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,8.1,%,Percent,"{'latitude': '44.353130053', 'longitude': '-100.373530637', 'human_address': '{""address"": """", ""city"": """", ""state"": ""SD"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,21
TN,Tennessee,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,26.2,%,Percent,"{'latitude': '35.68094058', 'longitude': '-85.774490914', 'human_address': '{""address"": """", ""city"": """", ""state"": ""TN"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,39
TX,Texas,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,13.4,%,Percent,"{'latitude': '31.827240407', 'longitude': '-99.426770206', 'human_address': '{""address"": """", ""city"": """", ""state"": ""TX"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,23
UT,Utah,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,18.6,%,Percent,"{'latitude': '39.360700171', 'longitude': '-111.587130635', 'human_address': '{""address"": """", ""city"": """", ""state"": ""UT"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,13
VT,Vermont,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,14.9,%,Percent,"{'latitude': '43.625381239', 'longitude': '-72.517640791', 'human_address': '{""address"": """", ""city"": """", ""state"": ""VT"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,28
VA,Virginia,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,23.3,%,Percent,"{'latitude': '37.542680674', 'longitude': '-78.457890463', 'human_address': '{""address"": """", ""city"": """", ""state"": ""VA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,40
WA,Washington,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,13.9,%,Percent,"{'latitude': '47.522278629', 'longitude': '-120.47001079', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,6
WV,West Virginia,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,20.1,%,Percent,"{'latitude': '38.665510202', 'longitude': '-80.712640135', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WV"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,42
WI,Wisconsin,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,24.6,%,Percent,"{'latitude': '44.393191174', 'longitude': '-89.816370742', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WI"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,41
WY,Wyoming,2001,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,8.9,%,Percent,"{'latitude': '43.235541343', 'longitude': '-108.109830353', 'human_address': '{""address"": """", ""city"": """", ""state"": ""WY"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,14
AL,Alabama,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,16.8,%,Percent,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AL"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,29
AK,Alaska,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,34,%,Percent,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AK"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,51
AZ,Arizona,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,22.7,%,Percent,"{'latitude': '34.86597028', 'longitude': '-111.763811277', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AZ"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,7
AR,Arkansas,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,11.1,%,Percent,"{'latitude': '34.748650124', 'longitude': '-92.274490743', 'human_address': '{""address"": """", ""city"": """", ""state"": ""AR"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,15
CA,California,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,16.9,%,Percent,"{'latitude': '37.638640123', 'longitude': '-120.999999538', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,8
CO,Colorado,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,15.8,%,Percent,"{'latitude': '38.843840757', 'longitude': '-106.133610921', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CO"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,9
CT,Connecticut,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,17.3,%,Percent,"{'latitude': '41.56266102', 'longitude': '-72.649840952', 'human_address': '{""address"": """", ""city"": """", ""state"": ""CT"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,24
DE,Delaware,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,33.5,%,Percent,"{'latitude': '39.008830667', 'longitude': '-75.577741168', 'human_address': '{""address"": """", ""city"": """", ""state"": ""DE"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,43
DC,District of Columbia,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,25.1,%,Percent,"{'latitude': '38.890371385', 'longitude': '-77.031961127', 'human_address': '{""address"": """", ""city"": """", ""state"": ""DC"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,44
FL,Florida,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,8,%,Percent,"{'latitude': '28.932040377', 'longitude': '-81.928960539', 'human_address': '{""address"": """", ""city"": """", ""state"": ""FL"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,30
GA,Georgia,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,23.6,%,Percent,"{'latitude': '32.839681093', 'longitude': '-83.627580346', 'human_address': '{""address"": """", ""city"": """", ""state"": ""GA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,31
HI,Hawaii,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,11.3,%,Percent,"{'latitude': '21.304850435', 'longitude': '-157.857749403', 'human_address': '{""address"": """", ""city"": """", ""state"": ""HI"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,4
ID,Idaho,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,31.8,%,Percent,"{'latitude': '43.682630005', 'longitude': '-114.363730042', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ID"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,5
IL,Illinois,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,11.5,%,Percent,"{'latitude': '40.485010283', 'longitude': '-88.997710178', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IL"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,34
IN,Indiana,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,27.9,%,Percent,"{'latitude': '39.766910452', 'longitude': '-86.149960194', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IN"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,35
IA,Iowa,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,33.4,%,Percent,"{'latitude': '42.469400913', 'longitude': '-93.816490556', 'human_address': '{""address"": """", ""city"": """", ""state"": ""IA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,16
KS,Kansas,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,29.3,%,Percent,"{'latitude': '38.3477403', 'longitude': '-98.200781227', 'human_address': '{""address"": """", ""city"": """", ""state"": ""KS"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,17
KY,Kentucky,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,19.7,%,Percent,"{'latitude': '37.645970271', 'longitude': '-84.774971048', 'human_address': '{""address"": """", ""city"": """", ""state"": ""KY"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,36
LA,Louisiana,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,6.7,%,Percent,"{'latitude': '31.312660644', 'longitude': '-92.445680071', 'human_address': '{""address"": """", ""city"": """", ""state"": ""LA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,22
ME,Maine,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,6.3,%,Percent,"{'latitude': '45.254228894001', 'longitude': '-68.985031336', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ME"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,49
MD,Maryland,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,32.5,%,Percent,"{'latitude': '39.290580964', 'longitude': '-76.609260111', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MD"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,45
MA,Massachusetts,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,14,%,Percent,"{'latitude': '42.27687047', 'longitude': '-72.082690675', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MA"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,25
MI,Michigan,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,23.5,%,Percent,"{'latitude': '44.661319543001', 'longitude': '-84.71439027', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MI"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,50
MN,Minnesota,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,27.7,%,Percent,"{'latitude': '46.355648736', 'longitude': '-94.794200503', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MN"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,1
MS,Mississippi,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,29.9,%,Percent,"{'latitude': '32.745510099', 'longitude': '-89.538030825', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MS"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,32
MO,Missouri,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,26.7,%,Percent,"{'latitude': '38.635790776', 'longitude': '-92.566300053', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MO"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,18
MT,Montana,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,24.7,%,Percent,"{'latitude': '47.066528972', 'longitude': '-109.424420645', 'human_address': '{""address"": """", ""city"": """", ""state"": ""MT"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,2
NE,Nebraska,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,23.2,%,Percent,"{'latitude': '41.641040988001', 'longitude': '-99.365720623', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NE"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,19
NV,Nevada,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,23,%,Percent,"{'latitude': '39.49324039', 'longitude': '-117.071840564', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NV"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,10
NH,New Hampshire,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,7.6,%,Percent,"{'latitude': '43.655950113', 'longitude': '-71.50036092', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NH"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,26
NJ,New Jersey,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,23.2,%,Percent,"{'latitude': '40.130570048', 'longitude': '-74.273691288', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NJ"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,46
NM,New Mexico,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,18.9,%,Percent,"{'latitude': '34.520880952', 'longitude': '-106.240580985', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NM"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,11
NY,New York,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,18.6,%,Percent,"{'latitude': '42.827001032', 'longitude': '-75.543970427', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NY"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,47
NC,North Carolina,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,24.7,%,Percent,"{'latitude': '35.466220975', 'longitude': '-79.159250463', 'human_address': '{""address"": """", ""city"": """", ""state"": ""NC"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,37
ND,North Dakota,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,18,%,Percent,"{'latitude': '47.475319779', 'longitude': '-100.118421049', 'human_address': '{""address"": """", ""city"": """", ""state"": ""ND"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,3
OH,Ohio,2000,Synar Report,Sales to Minors,Youth Tobacco Sales - SAMHSA,21.3,%,Percent,"{'latitude': '40.060210141', 'longitude': '-82.404260056', 'human_address': '{""address"": """", ""city"": """", ""state"": ""OH"", ""zip"": """"}'}",Substance Abuse and Mental Health Services Administration (SAMHSA). Synar Reports: Tobacco Sales to Youth.,POL,360POL,150STM,155YTS,1,38
